slug,url,keyword_1,vol_1,keyword_2,vol_2,best_keyword,best_vol,total_vol
bangkok-vs-london,https://tabiji.ai/compare/bangkok-vs-london/,bangkok vs london,0,london vs bangkok,20,london vs bangkok,20,20
budapest-vs-rome,https://tabiji.ai/compare/budapest-vs-rome/,budapest vs rome,20,rome vs budapest,0,budapest vs rome,20,20
istanbul-vs-lisbon,https://tabiji.ai/compare/istanbul-vs-lisbon/,istanbul vs lisbon,0,lisbon vs istanbul,20,lisbon vs istanbul,20,20
barcelona-vs-medellin,https://tabiji.ai/compare/barcelona-vs-medellin/,barcelona vs medellin,20,medellin vs barcelona,0,barcelona vs medellin,20,20
belgrade-vs-paris,https://tabiji.ai/compare/belgrade-vs-paris/,belgrade vs paris,10,paris vs belgrade,10,belgrade vs paris,10,20
shanghai-vs-taipei,https://tabiji.ai/compare/shanghai-vs-taipei/,shanghai vs taipei,0,taipei vs shanghai,20,taipei vs shanghai,20,20
barcelona-vs-new-york,https://tabiji.ai/compare/barcelona-vs-new-york/,barcelona vs new york,20,new york vs barcelona,0,barcelona vs new york,20,20
london-vs-miami,https://tabiji.ai/compare/london-vs-miami/,london vs miami,20,miami vs london,0,london vs miami,20,20
berlin-vs-krakow,https://tabiji.ai/compare/berlin-vs-krakow/,berlin vs krakow,20,krakow vs berlin,0,berlin vs krakow,20,20
los-angeles-vs-mexico-city,https://tabiji.ai/compare/los-angeles-vs-mexico-city/,los angeles vs mexico city,0,mexico city vs los angeles,20,mexico city vs los angeles,20,20
chicago-vs-mexico-city,https://tabiji.ai/compare/chicago-vs-mexico-city/,chicago vs mexico city,0,mexico city vs chicago,20,mexico city vs chicago,20,20
dubai-vs-kuala-lumpur,https://tabiji.ai/compare/dubai-vs-kuala-lumpur/,dubai vs kuala lumpur,0,kuala lumpur vs dubai,20,kuala lumpur vs dubai,20,20
dubai-vs-milan,https://tabiji.ai/compare/dubai-vs-milan/,dubai vs milan,0,milan vs dubai,20,milan vs dubai,20,20
berlin-vs-milan,https://tabiji.ai/compare/berlin-vs-milan/,berlin vs milan,20,milan vs berlin,0,berlin vs milan,20,20
berlin-vs-new-york,https://tabiji.ai/compare/berlin-vs-new-york/,berlin vs new york,20,new york vs berlin,0,berlin vs new york,20,20
amsterdam-vs-oslo,https://tabiji.ai/compare/amsterdam-vs-oslo/,amsterdam vs oslo,0,oslo vs amsterdam,20,oslo vs amsterdam,20,20
iceland-vs-japan,https://tabiji.ai/compare/iceland-vs-japan/,iceland vs japan,0,japan vs iceland,20,japan vs iceland,20,20
iceland-vs-thailand,https://tabiji.ai/compare/iceland-vs-thailand/,iceland vs thailand,20,thailand vs iceland,0,iceland vs thailand,20,20
hong-kong-vs-maldives,https://tabiji.ai/compare/hong-kong-vs-maldives/,hong kong vs maldives,10,maldives vs hong kong,10,hong kong vs maldives,10,20
singapore-vs-turkey,https://tabiji.ai/compare/singapore-vs-turkey/,singapore vs turkey,20,turkey vs singapore,0,singapore vs turkey,20,20
fiji-vs-singapore,https://tabiji.ai/compare/fiji-vs-singapore/,fiji vs singapore,10,singapore vs fiji,10,fiji vs singapore,10,20
portugal-vs-singapore,https://tabiji.ai/compare/portugal-vs-singapore/,portugal vs singapore,0,singapore vs portugal,20,singapore vs portugal,20,20
jordan-vs-singapore,https://tabiji.ai/compare/jordan-vs-singapore/,jordan vs singapore,10,singapore vs jordan,10,jordan vs singapore,10,20
bhutan-vs-japan,https://tabiji.ai/compare/bhutan-vs-japan/,bhutan vs japan,20,japan vs bhutan,0,bhutan vs japan,20,20
bhutan-vs-singapore,https://tabiji.ai/compare/bhutan-vs-singapore/,bhutan vs singapore,20,singapore vs bhutan,0,bhutan vs singapore,20,20
fiji-vs-hong-kong,https://tabiji.ai/compare/fiji-vs-hong-kong/,fiji vs hong kong,10,hong kong vs fiji,10,fiji vs hong kong,10,20
samoa-vs-singapore,https://tabiji.ai/compare/samoa-vs-singapore/,samoa vs singapore,0,singapore vs samoa,20,singapore vs samoa,20,20
macau-vs-singapore,https://tabiji.ai/compare/macau-vs-singapore/,macau vs singapore,20,singapore vs macau,0,macau vs singapore,20,20
ethiopia-vs-japan,https://tabiji.ai/compare/ethiopia-vs-japan/,ethiopia vs japan,0,japan vs ethiopia,20,japan vs ethiopia,20,20
hong-kong-vs-new-zealand,https://tabiji.ai/compare/hong-kong-vs-new-zealand/,hong kong vs new zealand,0,new zealand vs hong kong,20,new zealand vs hong kong,20,20
hong-kong-vs-jordan,https://tabiji.ai/compare/hong-kong-vs-jordan/,hong kong vs jordan,10,jordan vs hong kong,10,hong kong vs jordan,10,20
seoul-vs-jakarta,https://tabiji.ai/compare/seoul-vs-jakarta/,seoul vs jakarta,0,jakarta vs seoul,10,jakarta vs seoul,10,10
paris-vs-naples,https://tabiji.ai/compare/paris-vs-naples/,paris vs naples,0,naples vs paris,10,naples vs paris,10,10
phuket-vs-mauritius,https://tabiji.ai/compare/phuket-vs-mauritius/,phuket vs mauritius,10,mauritius vs phuket,0,phuket vs mauritius,10,10
phuket-vs-seychelles,https://tabiji.ai/compare/phuket-vs-seychelles/,phuket vs seychelles,0,seychelles vs phuket,10,seychelles vs phuket,10,10
japan-vs-tanzania,https://tabiji.ai/compare/japan-vs-tanzania/,japan vs tanzania,0,tanzania vs japan,10,tanzania vs japan,10,10
osaka-vs-hakone,https://tabiji.ai/compare/osaka-vs-hakone/,osaka vs hakone,0,hakone vs osaka,10,hakone vs osaka,10,10
bangkok-vs-chengdu,https://tabiji.ai/compare/bangkok-vs-chengdu/,bangkok vs chengdu,0,chengdu vs bangkok,10,chengdu vs bangkok,10,10
singapore-vs-barcelona,https://tabiji.ai/compare/singapore-vs-barcelona/,singapore vs barcelona,0,barcelona vs singapore,10,barcelona vs singapore,10,10
south-korea-vs-austria,https://tabiji.ai/compare/south-korea-vs-austria/,south korea vs austria,0,austria vs south korea,10,austria vs south korea,10,10
taiwan-vs-italy,https://tabiji.ai/compare/taiwan-vs-italy/,taiwan vs italy,0,italy vs taiwan,10,italy vs taiwan,10,10
kanazawa-vs-yokohama,https://tabiji.ai/compare/kanazawa-vs-yokohama/,kanazawa vs yokohama,0,yokohama vs kanazawa,10,yokohama vs kanazawa,10,10
thailand-vs-argentina,https://tabiji.ai/compare/thailand-vs-argentina/,thailand vs argentina,10,argentina vs thailand,0,thailand vs argentina,10,10
lisbon-vs-naples,https://tabiji.ai/compare/lisbon-vs-naples/,lisbon vs naples,0,naples vs lisbon,10,naples vs lisbon,10,10
kuala-lumpur-vs-london,https://tabiji.ai/compare/kuala-lumpur-vs-london/,kuala lumpur vs london,0,london vs kuala lumpur,10,london vs kuala lumpur,10,10
berlin-vs-dubai,https://tabiji.ai/compare/berlin-vs-dubai/,berlin vs dubai,0,dubai vs berlin,10,dubai vs berlin,10,10
seychelles-vs-singapore,https://tabiji.ai/compare/seychelles-vs-singapore/,seychelles vs singapore,0,singapore vs seychelles,10,singapore vs seychelles,10,10
italy-vs-singapore,https://tabiji.ai/compare/italy-vs-singapore/,italy vs singapore,10,singapore vs italy,0,italy vs singapore,10,10
norway-vs-singapore,https://tabiji.ai/compare/norway-vs-singapore/,norway vs singapore,0,singapore vs norway,10,singapore vs norway,10,10
kenya-vs-singapore,https://tabiji.ai/compare/kenya-vs-singapore/,kenya vs singapore,0,singapore vs kenya,10,singapore vs kenya,10,10
japan-vs-macau,https://tabiji.ai/compare/japan-vs-macau/,japan vs macau,10,macau vs japan,0,japan vs macau,10,10
kyrgyzstan-vs-singapore,https://tabiji.ai/compare/kyrgyzstan-vs-singapore/,kyrgyzstan vs singapore,10,singapore vs kyrgyzstan,0,kyrgyzstan vs singapore,10,10
hong-kong-vs-ireland,https://tabiji.ai/compare/hong-kong-vs-ireland/,hong kong vs ireland,0,ireland vs hong kong,10,ireland vs hong kong,10,10
hong-kong-vs-south-africa,https://tabiji.ai/compare/hong-kong-vs-south-africa/,hong kong vs south africa,10,south africa vs hong kong,0,hong kong vs south africa,10,10
tokyo-vs-lisbon,https://tabiji.ai/compare/tokyo-vs-lisbon/,tokyo vs lisbon,0,lisbon vs tokyo,0,tokyo vs lisbon,0,0
tokyo-vs-chiang-mai,https://tabiji.ai/compare/tokyo-vs-chiang-mai/,tokyo vs chiang mai,0,chiang mai vs tokyo,0,tokyo vs chiang mai,0,0
london-vs-seville,https://tabiji.ai/compare/london-vs-seville/,london vs seville,0,seville vs london,0,london vs seville,0,0
patagonia-vs-lapland,https://tabiji.ai/compare/patagonia-vs-lapland/,patagonia vs lapland,0,lapland vs patagonia,0,patagonia vs lapland,0,0
tokyo-vs-ubud,https://tabiji.ai/compare/tokyo-vs-ubud/,tokyo vs ubud,0,ubud vs tokyo,0,tokyo vs ubud,0,0
london-vs-valencia,https://tabiji.ai/compare/london-vs-valencia/,london vs valencia,0,valencia vs london,0,london vs valencia,0,0
patagonia-vs-galapagos,https://tabiji.ai/compare/patagonia-vs-galapagos/,patagonia vs galapagos,0,galapagos vs patagonia,0,patagonia vs galapagos,0,0
tokyo-vs-canggu,https://tabiji.ai/compare/tokyo-vs-canggu/,tokyo vs canggu,0,canggu vs tokyo,0,tokyo vs canggu,0,0
bali-vs-nha-trang,https://tabiji.ai/compare/bali-vs-nha-trang/,bali vs nha trang,0,nha trang vs bali,0,bali vs nha trang,0,0
patagonia-vs-amazon,https://tabiji.ai/compare/patagonia-vs-amazon/,patagonia vs amazon,0,amazon vs patagonia,0,patagonia vs amazon,0,0
monaco-vs-capri,https://tabiji.ai/compare/monaco-vs-capri/,monaco vs capri,0,capri vs monaco,0,monaco vs capri,0,0
tokyo-vs-vienna,https://tabiji.ai/compare/tokyo-vs-vienna/,tokyo vs vienna,0,vienna vs tokyo,0,tokyo vs vienna,0,0
tokyo-vs-penang,https://tabiji.ai/compare/tokyo-vs-penang/,tokyo vs penang,0,penang vs tokyo,0,tokyo vs penang,0,0
patagonia-vs-borneo,https://tabiji.ai/compare/patagonia-vs-borneo/,patagonia vs borneo,0,borneo vs patagonia,0,patagonia vs borneo,0,0
tokyo-vs-naoshima,https://tabiji.ai/compare/tokyo-vs-naoshima/,tokyo vs naoshima,0,naoshima vs tokyo,0,tokyo vs naoshima,0,0
tokyo-vs-prague,https://tabiji.ai/compare/tokyo-vs-prague/,tokyo vs prague,0,prague vs tokyo,0,tokyo vs prague,0,0
patagonia-vs-raja-ampat,https://tabiji.ai/compare/patagonia-vs-raja-ampat/,patagonia vs raja ampat,0,raja ampat vs patagonia,0,patagonia vs raja ampat,0,0
tokyo-vs-miyajima,https://tabiji.ai/compare/tokyo-vs-miyajima/,tokyo vs miyajima,0,miyajima vs tokyo,0,tokyo vs miyajima,0,0
tokyo-vs-budapest,https://tabiji.ai/compare/tokyo-vs-budapest/,tokyo vs budapest,0,budapest vs tokyo,0,tokyo vs budapest,0,0
patagonia-vs-great-barrier-reef,https://tabiji.ai/compare/patagonia-vs-great-barrier-reef/,patagonia vs great barrier reef,0,great barrier reef vs patagonia,0,patagonia vs great barrier reef,0,0
tokyo-vs-koyasan,https://tabiji.ai/compare/tokyo-vs-koyasan/,tokyo vs koyasan,0,koyasan vs tokyo,0,tokyo vs koyasan,0,0
tokyo-vs-istanbul,https://tabiji.ai/compare/tokyo-vs-istanbul/,tokyo vs istanbul,0,istanbul vs tokyo,0,tokyo vs istanbul,0,0
seoul-vs-chengdu,https://tabiji.ai/compare/seoul-vs-chengdu/,seoul vs chengdu,0,chengdu vs seoul,0,seoul vs chengdu,0,0
london-vs-oslo,https://tabiji.ai/compare/london-vs-oslo/,london vs oslo,0,oslo vs london,0,london vs oslo,0,0
bali-vs-maui,https://tabiji.ai/compare/bali-vs-maui/,bali vs maui,0,maui vs bali,0,bali vs maui,0,0
patagonia-vs-komodo,https://tabiji.ai/compare/patagonia-vs-komodo/,patagonia vs komodo,0,komodo vs patagonia,0,patagonia vs komodo,0,0
tokyo-vs-yakushima,https://tabiji.ai/compare/tokyo-vs-yakushima/,tokyo vs yakushima,0,yakushima vs tokyo,0,tokyo vs yakushima,0,0
tokyo-vs-athens,https://tabiji.ai/compare/tokyo-vs-athens/,tokyo vs athens,0,athens vs tokyo,0,tokyo vs athens,0,0
london-vs-helsinki,https://tabiji.ai/compare/london-vs-helsinki/,london vs helsinki,0,helsinki vs london,0,london vs helsinki,0,0
bali-vs-oahu,https://tabiji.ai/compare/bali-vs-oahu/,bali vs oahu,0,oahu vs bali,0,bali vs oahu,0,0
patagonia-vs-serengeti,https://tabiji.ai/compare/patagonia-vs-serengeti/,patagonia vs serengeti,0,serengeti vs patagonia,0,patagonia vs serengeti,0,0
tokyo-vs-ishigaki,https://tabiji.ai/compare/tokyo-vs-ishigaki/,tokyo vs ishigaki,0,ishigaki vs tokyo,0,tokyo vs ishigaki,0,0
seoul-vs-da-nang,https://tabiji.ai/compare/seoul-vs-da-nang/,seoul vs da nang,0,da nang vs seoul,0,seoul vs da nang,0,0
london-vs-krakow,https://tabiji.ai/compare/london-vs-krakow/,london vs krakow,0,krakow vs london,0,london vs krakow,0,0
bali-vs-kauai,https://tabiji.ai/compare/bali-vs-kauai/,bali vs kauai,0,kauai vs bali,0,bali vs kauai,0,0
patagonia-vs-masai-mara,https://tabiji.ai/compare/patagonia-vs-masai-mara/,patagonia vs masai mara,0,masai mara vs patagonia,0,patagonia vs masai mara,0,0
tokyo-vs-miyakojima,https://tabiji.ai/compare/tokyo-vs-miyakojima/,tokyo vs miyakojima,0,miyakojima vs tokyo,0,tokyo vs miyakojima,0,0
tokyo-vs-marrakech,https://tabiji.ai/compare/tokyo-vs-marrakech/,tokyo vs marrakech,0,marrakech vs tokyo,0,tokyo vs marrakech,0,0
seoul-vs-phuket,https://tabiji.ai/compare/seoul-vs-phuket/,seoul vs phuket,0,phuket vs seoul,0,seoul vs phuket,0,0
london-vs-tbilisi,https://tabiji.ai/compare/london-vs-tbilisi/,london vs tbilisi,0,tbilisi vs london,0,london vs tbilisi,0,0
bali-vs-big-island,https://tabiji.ai/compare/bali-vs-big-island/,bali vs big island,0,big island vs bali,0,bali vs big island,0,0
patagonia-vs-kruger,https://tabiji.ai/compare/patagonia-vs-kruger/,patagonia vs kruger,0,kruger vs patagonia,0,patagonia vs kruger,0,0
tokyo-vs-cape-town,https://tabiji.ai/compare/tokyo-vs-cape-town/,tokyo vs cape town,0,cape town vs tokyo,0,tokyo vs cape town,0,0
seoul-vs-chiang-mai,https://tabiji.ai/compare/seoul-vs-chiang-mai/,seoul vs chiang mai,0,chiang mai vs seoul,0,seoul vs chiang mai,0,0
london-vs-yerevan,https://tabiji.ai/compare/london-vs-yerevan/,london vs yerevan,0,yerevan vs london,0,london vs yerevan,0,0
patagonia-vs-okavango-delta,https://tabiji.ai/compare/patagonia-vs-okavango-delta/,patagonia vs okavango delta,0,okavango delta vs patagonia,0,patagonia vs okavango delta,0,0
seoul-vs-ubud,https://tabiji.ai/compare/seoul-vs-ubud/,seoul vs ubud,0,ubud vs seoul,0,seoul vs ubud,0,0
london-vs-dubrovnik,https://tabiji.ai/compare/london-vs-dubrovnik/,london vs dubrovnik,0,dubrovnik vs london,0,london vs dubrovnik,0,0
japan-vs-armenia,https://tabiji.ai/compare/japan-vs-armenia/,japan vs armenia,0,armenia vs japan,0,japan vs armenia,0,0
patagonia-vs-ngorongoro,https://tabiji.ai/compare/patagonia-vs-ngorongoro/,patagonia vs ngorongoro,0,ngorongoro vs patagonia,0,patagonia vs ngorongoro,0,0
tokyo-vs-kyushu,https://tabiji.ai/compare/tokyo-vs-kyushu/,tokyo vs kyushu,0,kyushu vs tokyo,0,tokyo vs kyushu,0,0
tokyo-vs-buenos-aires,https://tabiji.ai/compare/tokyo-vs-buenos-aires/,tokyo vs buenos aires,0,buenos aires vs tokyo,0,tokyo vs buenos aires,0,0
seoul-vs-canggu,https://tabiji.ai/compare/seoul-vs-canggu/,seoul vs canggu,0,canggu vs seoul,0,seoul vs canggu,0,0
bali-vs-puerto-vallarta,https://tabiji.ai/compare/bali-vs-puerto-vallarta/,bali vs puerto vallarta,0,puerto vallarta vs bali,0,bali vs puerto vallarta,0,0
patagonia-vs-kilimanjaro,https://tabiji.ai/compare/patagonia-vs-kilimanjaro/,patagonia vs kilimanjaro,0,kilimanjaro vs patagonia,0,patagonia vs kilimanjaro,0,0
seoul-vs-penang,https://tabiji.ai/compare/seoul-vs-penang/,seoul vs penang,0,penang vs seoul,0,seoul vs penang,0,0
bali-vs-cabo,https://tabiji.ai/compare/bali-vs-cabo/,bali vs cabo,0,cabo vs bali,0,bali vs cabo,0,0
patagonia-vs-everest-base-camp,https://tabiji.ai/compare/patagonia-vs-everest-base-camp/,patagonia vs everest base camp,0,everest base camp vs patagonia,0,patagonia vs everest base camp,0,0
tokyo-vs-kanto,https://tabiji.ai/compare/tokyo-vs-kanto/,tokyo vs kanto,0,kanto vs tokyo,0,tokyo vs kanto,0,0
tokyo-vs-rio-de-janeiro,https://tabiji.ai/compare/tokyo-vs-rio-de-janeiro/,tokyo vs rio de janeiro,0,rio de janeiro vs tokyo,0,tokyo vs rio de janeiro,0,0
taipei-vs-jakarta,https://tabiji.ai/compare/taipei-vs-jakarta/,taipei vs jakarta,0,jakarta vs taipei,0,taipei vs jakarta,0,0
bali-vs-punta-cana,https://tabiji.ai/compare/bali-vs-punta-cana/,bali vs punta cana,0,punta cana vs bali,0,bali vs punta cana,0,0
patagonia-vs-annapurna-circuit,https://tabiji.ai/compare/patagonia-vs-annapurna-circuit/,patagonia vs annapurna circuit,0,annapurna circuit vs patagonia,0,patagonia vs annapurna circuit,0,0
taipei-vs-manila,https://tabiji.ai/compare/taipei-vs-manila/,taipei vs manila,0,manila vs taipei,0,taipei vs manila,0,0
patagonia-vs-inca-trail,https://tabiji.ai/compare/patagonia-vs-inca-trail/,patagonia vs inca trail,0,inca trail vs patagonia,0,patagonia vs inca trail,0,0
taipei-vs-chengdu,https://tabiji.ai/compare/taipei-vs-chengdu/,taipei vs chengdu,0,chengdu vs taipei,0,taipei vs chengdu,0,0
patagonia-vs-w-trek,https://tabiji.ai/compare/patagonia-vs-w-trek/,patagonia vs w trek,0,w trek vs patagonia,0,patagonia vs w trek,0,0
taipei-vs-busan,https://tabiji.ai/compare/taipei-vs-busan/,taipei vs busan,0,busan vs taipei,0,taipei vs busan,0,0
bali-vs-barbados,https://tabiji.ai/compare/bali-vs-barbados/,bali vs barbados,0,barbados vs bali,0,bali vs barbados,0,0
patagonia-vs-torres-del-paine,https://tabiji.ai/compare/patagonia-vs-torres-del-paine/,patagonia vs torres del paine,0,torres del paine vs patagonia,0,patagonia vs torres del paine,0,0
tokyo-vs-montreal,https://tabiji.ai/compare/tokyo-vs-montreal/,tokyo vs montreal,0,montreal vs tokyo,0,tokyo vs montreal,0,0
taipei-vs-jeju,https://tabiji.ai/compare/taipei-vs-jeju/,taipei vs jeju,0,jeju vs taipei,0,taipei vs jeju,0,0
bali-vs-st-lucia,https://tabiji.ai/compare/bali-vs-st-lucia/,bali vs st lucia,0,st lucia vs bali,0,bali vs st lucia,0,0
taipei-vs-da-nang,https://tabiji.ai/compare/taipei-vs-da-nang/,taipei vs da nang,0,da nang vs taipei,0,taipei vs da nang,0,0
paris-vs-seville,https://tabiji.ai/compare/paris-vs-seville/,paris vs seville,0,seville vs paris,0,paris vs seville,0,0
bali-vs-aruba,https://tabiji.ai/compare/bali-vs-aruba/,bali vs aruba,0,aruba vs bali,0,bali vs aruba,0,0
patagonia-vs-jasper,https://tabiji.ai/compare/patagonia-vs-jasper/,patagonia vs jasper,0,jasper vs patagonia,0,patagonia vs jasper,0,0
taipei-vs-phuket,https://tabiji.ai/compare/taipei-vs-phuket/,taipei vs phuket,0,phuket vs taipei,0,taipei vs phuket,0,0
bali-vs-curacao,https://tabiji.ai/compare/bali-vs-curacao/,bali vs curacao,0,curacao vs bali,0,bali vs curacao,0,0
patagonia-vs-yellowstone,https://tabiji.ai/compare/patagonia-vs-yellowstone/,patagonia vs yellowstone,0,yellowstone vs patagonia,0,patagonia vs yellowstone,0,0
taipei-vs-chiang-mai,https://tabiji.ai/compare/taipei-vs-chiang-mai/,taipei vs chiang mai,0,chiang mai vs taipei,0,taipei vs chiang mai,0,0
paris-vs-dublin,https://tabiji.ai/compare/paris-vs-dublin/,paris vs dublin,0,dublin vs paris,0,paris vs dublin,0,0
patagonia-vs-yosemite,https://tabiji.ai/compare/patagonia-vs-yosemite/,patagonia vs yosemite,0,yosemite vs patagonia,0,patagonia vs yosemite,0,0
taipei-vs-ubud,https://tabiji.ai/compare/taipei-vs-ubud/,taipei vs ubud,0,ubud vs taipei,0,taipei vs ubud,0,0
patagonia-vs-zion,https://tabiji.ai/compare/patagonia-vs-zion/,patagonia vs zion,0,zion vs patagonia,0,patagonia vs zion,0,0
taipei-vs-canggu,https://tabiji.ai/compare/taipei-vs-canggu/,taipei vs canggu,0,canggu vs taipei,0,taipei vs canggu,0,0
bali-vs-whitsundays,https://tabiji.ai/compare/bali-vs-whitsundays/,bali vs whitsundays,0,whitsundays vs bali,0,bali vs whitsundays,0,0
patagonia-vs-grand-canyon,https://tabiji.ai/compare/patagonia-vs-grand-canyon/,patagonia vs grand canyon,0,grand canyon vs patagonia,0,patagonia vs grand canyon,0,0
bali-vs-gold-coast,https://tabiji.ai/compare/bali-vs-gold-coast/,bali vs gold coast,0,gold coast vs bali,0,bali vs gold coast,0,0
patagonia-vs-glacier-national-park,https://tabiji.ai/compare/patagonia-vs-glacier-national-park/,patagonia vs glacier national park,0,glacier national park vs patagonia,0,patagonia vs glacier national park,0,0
kyoto-vs-naoshima,https://tabiji.ai/compare/kyoto-vs-naoshima/,kyoto vs naoshima,0,naoshima vs kyoto,0,kyoto vs naoshima,0,0
seoul-vs-hanoi,https://tabiji.ai/compare/seoul-vs-hanoi/,seoul vs hanoi,0,hanoi vs seoul,0,seoul vs hanoi,0,0
hong-kong-vs-jakarta,https://tabiji.ai/compare/hong-kong-vs-jakarta/,hong kong vs jakarta,0,jakarta vs hong kong,0,hong kong vs jakarta,0,0
paris-vs-oslo,https://tabiji.ai/compare/paris-vs-oslo/,paris vs oslo,0,oslo vs paris,0,paris vs oslo,0,0
bali-vs-byron-bay,https://tabiji.ai/compare/bali-vs-byron-bay/,bali vs byron bay,0,byron bay vs bali,0,bali vs byron bay,0,0
patagonia-vs-death-valley,https://tabiji.ai/compare/patagonia-vs-death-valley/,patagonia vs death valley,0,death valley vs patagonia,0,patagonia vs death valley,0,0
kyoto-vs-miyajima,https://tabiji.ai/compare/kyoto-vs-miyajima/,kyoto vs miyajima,0,miyajima vs kyoto,0,kyoto vs miyajima,0,0
seoul-vs-ho-chi-minh-city,https://tabiji.ai/compare/seoul-vs-ho-chi-minh-city/,seoul vs ho chi minh city,0,ho chi minh city vs seoul,0,seoul vs ho chi minh city,0,0
hong-kong-vs-manila,https://tabiji.ai/compare/hong-kong-vs-manila/,hong kong vs manila,0,manila vs hong kong,0,hong kong vs manila,0,0
paris-vs-helsinki,https://tabiji.ai/compare/paris-vs-helsinki/,paris vs helsinki,0,helsinki vs paris,0,paris vs helsinki,0,0
patagonia-vs-joshua-tree,https://tabiji.ai/compare/patagonia-vs-joshua-tree/,patagonia vs joshua tree,0,joshua tree vs patagonia,0,patagonia vs joshua tree,0,0
kyoto-vs-koyasan,https://tabiji.ai/compare/kyoto-vs-koyasan/,kyoto vs koyasan,0,koyasan vs kyoto,0,kyoto vs koyasan,0,0
seoul-vs-kuala-lumpur,https://tabiji.ai/compare/seoul-vs-kuala-lumpur/,seoul vs kuala lumpur,0,kuala lumpur vs seoul,0,seoul vs kuala lumpur,0,0
hong-kong-vs-chengdu,https://tabiji.ai/compare/hong-kong-vs-chengdu/,hong kong vs chengdu,0,chengdu vs hong kong,0,hong kong vs chengdu,0,0
paris-vs-krakow,https://tabiji.ai/compare/paris-vs-krakow/,paris vs krakow,0,krakow vs paris,0,paris vs krakow,0,0
patagonia-vs-milford-sound,https://tabiji.ai/compare/patagonia-vs-milford-sound/,patagonia vs milford sound,0,milford sound vs patagonia,0,patagonia vs milford sound,0,0
kyoto-vs-yakushima,https://tabiji.ai/compare/kyoto-vs-yakushima/,kyoto vs yakushima,0,yakushima vs kyoto,0,kyoto vs yakushima,0,0
hong-kong-vs-busan,https://tabiji.ai/compare/hong-kong-vs-busan/,hong kong vs busan,0,busan vs hong kong,0,hong kong vs busan,0,0
paris-vs-tbilisi,https://tabiji.ai/compare/paris-vs-tbilisi/,paris vs tbilisi,0,tbilisi vs paris,0,paris vs tbilisi,0,0
phuket-vs-siargao,https://tabiji.ai/compare/phuket-vs-siargao/,phuket vs siargao,0,siargao vs phuket,0,phuket vs siargao,0,0
patagonia-vs-abel-tasman,https://tabiji.ai/compare/patagonia-vs-abel-tasman/,patagonia vs abel tasman,0,abel tasman vs patagonia,0,patagonia vs abel tasman,0,0
kyoto-vs-ishigaki,https://tabiji.ai/compare/kyoto-vs-ishigaki/,kyoto vs ishigaki,0,ishigaki vs kyoto,0,kyoto vs ishigaki,0,0
hong-kong-vs-jeju,https://tabiji.ai/compare/hong-kong-vs-jeju/,hong kong vs jeju,0,jeju vs hong kong,0,hong kong vs jeju,0,0
paris-vs-yerevan,https://tabiji.ai/compare/paris-vs-yerevan/,paris vs yerevan,0,yerevan vs paris,0,paris vs yerevan,0,0
phuket-vs-el-nido,https://tabiji.ai/compare/phuket-vs-el-nido/,phuket vs el nido,0,el nido vs phuket,0,phuket vs el nido,0,0
patagonia-vs-queenstown,https://tabiji.ai/compare/patagonia-vs-queenstown/,patagonia vs queenstown,0,queenstown vs patagonia,0,patagonia vs queenstown,0,0
kyoto-vs-miyakojima,https://tabiji.ai/compare/kyoto-vs-miyakojima/,kyoto vs miyakojima,0,miyakojima vs kyoto,0,kyoto vs miyakojima,0,0
hong-kong-vs-da-nang,https://tabiji.ai/compare/hong-kong-vs-da-nang/,hong kong vs da nang,0,da nang vs hong kong,0,hong kong vs da nang,0,0
paris-vs-dubrovnik,https://tabiji.ai/compare/paris-vs-dubrovnik/,paris vs dubrovnik,0,dubrovnik vs paris,0,paris vs dubrovnik,0,0
patagonia-vs-wanaka,https://tabiji.ai/compare/patagonia-vs-wanaka/,patagonia vs wanaka,0,wanaka vs patagonia,0,patagonia vs wanaka,0,0
hong-kong-vs-phuket,https://tabiji.ai/compare/hong-kong-vs-phuket/,hong kong vs phuket,0,phuket vs hong kong,0,hong kong vs phuket,0,0
iceland-vs-norwegian-fjords,https://tabiji.ai/compare/iceland-vs-norwegian-fjords/,iceland vs norwegian fjords,0,norwegian fjords vs iceland,0,iceland vs norwegian fjords,0,0
seoul-vs-rome,https://tabiji.ai/compare/seoul-vs-rome/,seoul vs rome,0,rome vs seoul,0,seoul vs rome,0,0
hong-kong-vs-chiang-mai,https://tabiji.ai/compare/hong-kong-vs-chiang-mai/,hong kong vs chiang mai,0,chiang mai vs hong kong,0,hong kong vs chiang mai,0,0
rome-vs-munich,https://tabiji.ai/compare/rome-vs-munich/,rome vs munich,0,munich vs rome,0,rome vs munich,0,0
iceland-vs-swiss-alps,https://tabiji.ai/compare/iceland-vs-swiss-alps/,iceland vs swiss alps,0,swiss alps vs iceland,0,iceland vs swiss alps,0,0
kyoto-vs-kyushu,https://tabiji.ai/compare/kyoto-vs-kyushu/,kyoto vs kyushu,0,kyushu vs kyoto,0,kyoto vs kyushu,0,0
hong-kong-vs-ubud,https://tabiji.ai/compare/hong-kong-vs-ubud/,hong kong vs ubud,0,ubud vs hong kong,0,hong kong vs ubud,0,0
iceland-vs-dolomites,https://tabiji.ai/compare/iceland-vs-dolomites/,iceland vs dolomites,0,dolomites vs iceland,0,iceland vs dolomites,0,0
