Top pages,Clicks,Impressions,CTR,Position
https://tabiji.ai/popular-picks/kyoto-sake-bars/,1,114,0.88%,11.4
https://tabiji.ai/popular-picks/shanghai-noodles/,1,114,0.88%,16.29
https://tabiji.ai/popular-picks/houston-cooking-classes/,1,114,0.88%,38.12
https://tabiji.ai/popular-picks/oaxaca-street-food/,1,112,0.89%,11.11
https://tabiji.ai/popular-picks/mexico-city-craft-beer/,1,112,0.89%,48.41
https://tabiji.ai/popular-picks/bagan-lacquerware-workshop/,1,108,0.93%,7.92
https://tabiji.ai/popular-picks/shanghai-dim-sum/,1,108,0.93%,8.46
https://tabiji.ai/popular-picks/tokyo-vintage-shopping/,1,108,0.93%,9.13
https://tabiji.ai/popular-picks/new-york-steak/,1,106,0.94%,9.22
https://tabiji.ai/popular-picks/auckland-craft-beer/,1,106,0.94%,31.1
https://tabiji.ai/popular-picks/east-coast-singapore-chili-crab/,1,104,0.96%,9.67
https://tabiji.ai/popular-picks/pittsburgh-soba/,1,104,0.96%,9.99
https://tabiji.ai/popular-picks/nagoya-hitsumabushi/,1,104,0.96%,10.47
https://tabiji.ai/popular-picks/london-bao/,1,103,0.97%,15.03
https://tabiji.ai/popular-picks/adelaide-tea-houses/,1,103,0.97%,31.1
https://tabiji.ai/popular-picks/belgrade-kafanas/,1,100,1%,7.98
https://tabiji.ai/popular-picks/adelaide-bakeries/,1,100,1%,21.54
https://tabiji.ai/popular-picks/rome-cacio-e-pepe/,1,99,1.01%,11.65
https://tabiji.ai/popular-picks/san-diego-coffee-shops/,1,97,1.03%,8.35
https://tabiji.ai/popular-picks/quebec-city-restaurants/,1,97,1.03%,25.43
https://tabiji.ai/popular-picks/accra-brunch-spots/,1,95,1.05%,9.25
https://tabiji.ai/popular-picks/prague-cheap-eats/,1,95,1.05%,10.4
https://tabiji.ai/popular-picks/bangkok-vintage-shopping/,1,92,1.09%,9.33
https://tabiji.ai/popular-picks/venice-bacaro-wine-bars/,1,91,1.1%,8.19
https://tabiji.ai/popular-picks/siena-pizza/,1,86,1.16%,14.62
https://tabiji.ai/popular-picks/amsterdam-falafel/,1,85,1.18%,11.82
https://tabiji.ai/popular-picks/osaka-takoyaki/,1,85,1.18%,26.6
https://tabiji.ai/popular-picks/tokyo-dessert-cafes/,1,84,1.19%,24.45
https://tabiji.ai/popular-picks/cairo-rooftop-cafes/,1,81,1.23%,10.05
https://tabiji.ai/popular-picks/antwerp-wine-bars/,1,81,1.23%,11.1
https://tabiji.ai/popular-picks/cartagena-wine-bars/,1,80,1.25%,8.15
https://tabiji.ai/popular-picks/edinburgh-restaurants/,1,80,1.25%,12.19
https://tabiji.ai/popular-picks/accra-dessert-cafes/,1,79,1.27%,11.16
https://tabiji.ai/popular-picks/stockholm-fika-cafes/,1,79,1.27%,17.32
https://tabiji.ai/popular-picks/singapore-late-night-food/,1,78,1.28%,11.18
https://tabiji.ai/popular-picks/mapo-gu-korean-bbq/,1,77,1.3%,8.61
https://tabiji.ai/popular-picks/los-angeles-tacos/,1,77,1.3%,8.84
https://tabiji.ai/popular-picks/baltimore-food-markets/,1,77,1.3%,43
https://tabiji.ai/popular-picks/le-morne-snorkeling/,1,76,1.32%,8.88
https://tabiji.ai/popular-picks/paris-restaurants/,1,75,1.33%,7.44
https://tabiji.ai/popular-picks/porto-restaurants/,1,74,1.35%,14.39
https://tabiji.ai/popular-picks/tel-aviv-cheap-eats/,1,73,1.37%,6.95
https://tabiji.ai/popular-picks/kuala-lumpur-laksa/,1,73,1.37%,14.37
https://tabiji.ai/popular-picks/valencia-paella/,1,72,1.39%,9.21
https://tabiji.ai/popular-picks/cartagena-night-markets/,1,71,1.41%,6.1
https://tabiji.ai/popular-picks/bukhara-lyabi-hauz-teahouse/,1,71,1.41%,6.51
https://tabiji.ai/popular-picks/kyoto-street-food/,1,71,1.41%,20.62
https://tabiji.ai/popular-picks/thessaloniki-wine-bars/,1,70,1.43%,7.16
https://tabiji.ai/popular-picks/new-york-matcha/,1,68,1.47%,9.97
https://tabiji.ai/popular-picks/lisbon-working-cafes/,1,67,1.49%,6.72
https://tabiji.ai/popular-picks/zanzibar-spice-farm-tours/,1,67,1.49%,7.34
https://tabiji.ai/popular-picks/casablanca-dessert-cafes/,1,67,1.49%,8.18
https://tabiji.ai/popular-picks/philadelphia-steakhouse/,1,67,1.49%,10.09
https://tabiji.ai/popular-picks/baltimore-cocktail-bars/,1,67,1.49%,25.48
https://tabiji.ai/popular-picks/granada-tapas/,1,65,1.54%,6.49
https://tabiji.ai/popular-picks/biff-square-ssiat-hotteok/,1,65,1.54%,7.72
https://tabiji.ai/popular-picks/adelaide-food-markets/,1,65,1.54%,15.09
https://tabiji.ai/popular-picks/porto-wine-bars/,1,63,1.59%,16.56
https://tabiji.ai/popular-picks/philadelphia-cheesesteak-spots/,1,61,1.64%,12.36
https://tabiji.ai/popular-picks/pittsburgh-craft-beer/,1,61,1.64%,37.11
https://tabiji.ai/popular-picks/chengdu-cheap-eats/,1,60,1.67%,6.88
https://tabiji.ai/popular-picks/seoul-brunch-cafes/,1,60,1.67%,10.83
https://tabiji.ai/popular-picks/baku-jazz-bars/,1,59,1.69%,8.22
https://tabiji.ai/popular-picks/antwerp-brunch-spots/,1,58,1.72%,8.72
https://tabiji.ai/popular-picks/seminyak-nasi-goreng/,1,57,1.75%,5.39
https://tabiji.ai/popular-picks/zagreb-dolac-market/,1,57,1.75%,7.35
https://tabiji.ai/popular-picks/london-vintage-shopping/,1,56,1.79%,7.93
https://tabiji.ai/popular-picks/santa-marta-fruit-stalls/,1,56,1.79%,8.07
https://tabiji.ai/popular-picks/beijing-hutong-street-food/,1,54,1.85%,6.31
https://tabiji.ai/popular-picks/paris-bistros/,1,54,1.85%,8.06
https://tabiji.ai/popular-picks/luang-prabang-sunset-bars/,1,54,1.85%,8.26
https://tabiji.ai/popular-picks/tokyo-craft-beer-bars/,1,54,1.85%,9.72
https://tabiji.ai/popular-picks/gwangjang-market-mandu/,1,53,1.89%,7.13
https://tabiji.ai/popular-picks/baltimore-bakeries/,1,53,1.89%,30.55
https://tabiji.ai/popular-picks/adelaide-wine-bars/,1,53,1.89%,37.15
https://tabiji.ai/popular-picks/chongqing-hot-pot/,1,52,1.92%,8.56
https://tabiji.ai/popular-picks/amman-vegan-restaurants/,1,51,1.96%,9.57
https://tabiji.ai/popular-picks/miami-brunch-spots/,1,51,1.96%,9.65
https://tabiji.ai/popular-picks/boston-craft-beer/,1,51,1.96%,30.14
https://tabiji.ai/popular-picks/antwerp-art-galleries/,1,50,2%,39.32
https://tabiji.ai/popular-picks/casablanca-natural-wine-bars/,1,49,2.04%,7.31
https://tabiji.ai/popular-picks/diani-beach-resorts/,1,49,2.04%,8
https://tabiji.ai/popular-picks/chengdu-art-galleries/,1,49,2.04%,9.27
https://tabiji.ai/popular-picks/abu-dhabi-natural-wine-bars/,1,49,2.04%,21.57
https://tabiji.ai/popular-picks/helsinki-coffee-culture/,1,48,2.08%,14.44
https://tabiji.ai/popular-picks/cartagena-street-food/,1,48,2.08%,18.58
https://tabiji.ai/popular-picks/new-orleans-cocktail-bars/,1,48,2.08%,24.58
https://tabiji.ai/popular-picks/baku-icheri-sheher-qutab/,1,47,2.13%,6.91
https://tabiji.ai/popular-picks/poznan-rogal-marcinski/,1,47,2.13%,13.13
https://tabiji.ai/popular-picks/buenos-aires-craft-beer/,1,45,2.22%,9.78
https://tabiji.ai/popular-picks/kathmandu-momos/,1,45,2.22%,16.22
https://tabiji.ai/popular-picks/accra-natural-wine-bars/,1,44,2.27%,7.41
https://tabiji.ai/popular-picks/fez-tagine/,1,44,2.27%,8.16
https://tabiji.ai/popular-picks/knoxville-coffee-shops/,1,44,2.27%,34.8
https://tabiji.ai/popular-picks/hanoi-restaurants/,1,43,2.33%,10.28
https://tabiji.ai/popular-picks/mostar-craft-coffee/,1,42,2.38%,8.6
https://tabiji.ai/popular-picks/nice-fried-chicken/,1,42,2.38%,8.62
https://tabiji.ai/popular-picks/new-york-jewish-delis/,1,42,2.38%,32.21
https://tabiji.ai/popular-picks/baku-viewpoints/,1,41,2.44%,9.07
https://tabiji.ai/popular-picks/tallinn-old-town-restaurants/,1,40,2.5%,31.62
https://tabiji.ai/popular-picks/chobe-safari-camps/,1,39,2.56%,6.33
https://tabiji.ai/popular-picks/charleston-cocktail-scene/,1,39,2.56%,7.44
https://tabiji.ai/popular-picks/mostar-baklava/,1,38,2.63%,10.05
https://tabiji.ai/popular-picks/adelaide-natural-wine-bars/,1,38,2.63%,12.29
https://tabiji.ai/popular-picks/pittsburgh-speakeasy/,1,38,2.63%,29
https://tabiji.ai/popular-picks/paris-natural-wine-bars/,1,37,2.7%,6.35
https://tabiji.ai/popular-picks/baku-photography-spots/,1,37,2.7%,16.19
https://tabiji.ai/popular-picks/seattle-omakase/,1,37,2.7%,37.49
https://tabiji.ai/popular-picks/bangkok-photography-spots/,1,36,2.78%,23.78
https://tabiji.ai/popular-picks/thimphu-ema-datshi-lunch/,1,35,2.86%,6.14
https://tabiji.ai/popular-picks/miami-coffee-shops/,1,35,2.86%,9.8
https://tabiji.ai/popular-picks/chengdu-fine-dining/,1,34,2.94%,7.82
https://tabiji.ai/popular-picks/portland-food-trucks/,1,34,2.94%,11.65
https://tabiji.ai/popular-picks/sydney-seafood/,1,34,2.94%,34.53
https://tabiji.ai/popular-picks/casablanca-viewpoints/,1,33,3.03%,8.39
https://tabiji.ai/popular-picks/washington-dc-pizza/,1,33,3.03%,12.73
https://tabiji.ai/popular-picks/san-salvador-pupusas/,1,32,3.12%,16.28
https://tabiji.ai/popular-picks/vancouver-ramen/,1,32,3.12%,22.44
https://tabiji.ai/popular-picks/tokyo-date-night-restaurants/,1,31,3.23%,6.74
https://tabiji.ai/popular-picks/miami-cocktail-bars/,1,31,3.23%,13.87
https://tabiji.ai/popular-picks/berlin-vintage-shopping/,1,30,3.33%,13.07
https://tabiji.ai/popular-picks/mexico-city-chilaquiles/,1,28,3.57%,10.18
https://tabiji.ai/popular-picks/montevideo-asado/,1,27,3.7%,19.07
https://tabiji.ai/popular-picks/paris-street-food/,1,26,3.85%,5.69
https://tabiji.ai/popular-picks/tulum-street-food/,1,26,3.85%,8.19
https://tabiji.ai/popular-picks/wroclaw-craft-beer/,1,25,4%,10.4
https://tabiji.ai/popular-picks/gyeongju-craft-beer/,1,24,4.17%,7.25
https://tabiji.ai/popular-picks/kigali-restaurants/,1,24,4.17%,7.75
https://tabiji.ai/popular-picks/baltimore-working-cafes/,1,24,4.17%,14.29
https://tabiji.ai/popular-picks/jeju-udo-island-day-trip/,1,24,4.17%,16.62
https://tabiji.ai/popular-picks/istanbul-street-food/,1,22,4.55%,19.23
https://tabiji.ai/popular-picks/asakusa-street-food/,1,21,4.76%,4.48
https://tabiji.ai/popular-picks/san-juan-rum-bars/,1,21,4.76%,17.81
https://tabiji.ai/popular-picks/almaty-natural-wine-bars/,1,20,5%,5.7
https://tabiji.ai/popular-picks/ho-chi-minh-banh-mi/,1,20,5%,9.55
https://tabiji.ai/popular-picks/chengdu-viewpoints/,1,19,5.26%,5.95
https://tabiji.ai/popular-picks/kyoto-kaiseki/,1,18,5.56%,9.78
https://tabiji.ai/popular-picks/tokyo-instagram-spots/,1,17,5.88%,2.94
https://tabiji.ai/popular-picks/accra-viewpoints/,1,15,6.67%,7.8
https://tabiji.ai/popular-picks/denver-brunch-spots/,1,15,6.67%,8.8
https://tabiji.ai/popular-picks/fez-tannery-viewpoints/,1,15,6.67%,9.6
https://tabiji.ai/popular-picks/busan-raw-fish-restaurants/,1,14,7.14%,10.14
https://tabiji.ai/popular-picks/yogyakarta-satay/,1,11,9.09%,12.82
https://tabiji.ai/popular-picks/rio-de-janeiro-street-food/,1,10,10%,7.5
https://tabiji.ai/popular-picks/hampi-boulder-sunrise-hike/,1,8,12.5%,8.38
https://tabiji.ai/popular-picks/gdansk-milk-bars/,1,7,14.29%,7.29
https://tabiji.ai/popular-picks/vang-vieng-blue-lagoon-swim/,1,7,14.29%,7.43
https://tabiji.ai/popular-picks/yokohama-ramen/,1,4,25%,8.5
https://tabiji.ai/popular-picks/kochi-malabar-seafood-curry/,1,4,25%,8.75
https://tabiji.ai/popular-picks/casablanca-brunch-spots/,0,1986,0%,9.05
https://tabiji.ai/popular-picks/tromso-whale-watching/,0,1131,0%,55.55
https://tabiji.ai/popular-picks/bangkok-fine-dining/,0,905,0%,30.48
https://tabiji.ai/popular-picks/ho-chi-minh-coffee-shops/,0,830,0%,11.11
https://tabiji.ai/popular-picks/berlin-doner-kebab/,0,616,0%,11.23
https://tabiji.ai/popular-picks/barcelona-cheap-eats/,0,590,0%,33.27
https://tabiji.ai/popular-picks/roma-condesa-coffee/,0,544,0%,10.77
https://tabiji.ai/popular-picks/amman-rooftop-bars/,0,516,0%,9.86
https://tabiji.ai/popular-picks/accra-rooftop-bars/,0,508,0%,9.56
https://tabiji.ai/popular-picks/jeffreys-bay-surf-breaks/,0,492,0%,9.95
https://tabiji.ai/popular-picks/baku-fine-dining/,0,468,0%,9.92
https://tabiji.ai/popular-picks/best-pintxos-in-san-sebastian/,0,457,0%,20.95
https://tabiji.ai/popular-picks/amsterdam-art-galleries/,0,452,0%,54.26
https://tabiji.ai/popular-picks/kuala-lumpur-rooftop-bars/,0,442,0%,48.98
https://tabiji.ai/popular-picks/kyoto-matcha/,0,433,0%,14.04
https://tabiji.ai/popular-picks/mylapore-dosa/,0,421,0%,7.53
https://tabiji.ai/popular-picks/cape-town-braai/,0,408,0%,57.97
https://tabiji.ai/popular-picks/almaty-street-food/,0,393,0%,7.55
https://tabiji.ai/popular-picks/denver-cooking-classes/,0,371,0%,19.08
https://tabiji.ai/popular-picks/seoul-craft-cocktail-bars/,0,370,0%,13.28
https://tabiji.ai/popular-picks/abu-dhabi-fine-dining/,0,366,0%,58.22
https://tabiji.ai/popular-picks/belgrade-rooftop-bars/,0,359,0%,8.1
https://tabiji.ai/popular-picks/casablanca-food-halls/,0,342,0%,8.28
https://tabiji.ai/popular-picks/amsterdam-jazz-bars/,0,337,0%,34.7
https://tabiji.ai/popular-picks/warsaw-craft-beer/,0,332,0%,11.59
https://tabiji.ai/popular-picks/tokyo-depachika/,0,328,0%,8.52
https://tabiji.ai/popular-picks/seville-flamenco/,0,323,0%,62.23
https://tabiji.ai/popular-picks/gyeongju-hwangnam-bread/,0,311,0%,8.91
https://tabiji.ai/popular-picks/shoreditch-coffee-shops/,0,311,0%,29.73
https://tabiji.ai/popular-picks/rome-pizza/,0,305,0%,42.47
https://tabiji.ai/popular-picks/almaty-food-halls/,0,304,0%,8.84
https://tabiji.ai/popular-picks/boston-speakeasy/,0,303,0%,9.05
https://tabiji.ai/popular-picks/tokyo-jazz-bars/,0,303,0%,12.35
https://tabiji.ai/popular-picks/munich-beer-halls/,0,295,0%,28.09
https://tabiji.ai/popular-picks/bangkok-jazz-bars/,0,291,0%,19.05
https://tabiji.ai/popular-picks/adelaide-cocktail-bars/,0,279,0%,36.38
https://tabiji.ai/popular-picks/antwerp-diamond-quarter/,0,278,0%,28.37
https://tabiji.ai/popular-picks/bali-street-food/,0,277,0%,60.55
https://tabiji.ai/popular-picks/hamburg-cocktail-bars/,0,274,0%,38.53
https://tabiji.ai/popular-picks/rome-cooking-classes/,0,267,0%,37.66
https://tabiji.ai/popular-picks/mandalay-shan-noodles/,0,266,0%,6.12
https://tabiji.ai/popular-picks/naples-sfogliatella/,0,261,0%,8.18
https://tabiji.ai/popular-picks/baku-street-food/,0,260,0%,6.89
https://tabiji.ai/popular-picks/cebu-city-lechon/,0,258,0%,17.22
https://tabiji.ai/popular-picks/istanbul-kebabs/,0,257,0%,6.72
https://tabiji.ai/popular-picks/bratislava-rooftop-bars/,0,256,0%,9.59
https://tabiji.ai/popular-picks/copenhagen-street-food-markets/,0,252,0%,34.91
https://tabiji.ai/popular-picks/best-cheap-eats-berlin/,0,250,0%,8.15
https://tabiji.ai/popular-picks/nakameguro-canal-cafes/,0,240,0%,8.33
https://tabiji.ai/popular-picks/barcelona-jazz-bars/,0,238,0%,27.67
https://tabiji.ai/popular-picks/amman-cheap-eats/,0,237,0%,6.85
https://tabiji.ai/popular-picks/bilbao-pintxos-bars/,0,234,0%,39.26
https://tabiji.ai/popular-picks/marrakech-cocktail-bars/,0,233,0%,20.91
https://tabiji.ai/popular-picks/adelaide-fine-dining/,0,233,0%,45.82
https://tabiji.ai/popular-picks/riyadh-restaurants/,0,232,0%,32.95
https://tabiji.ai/popular-picks/rome-restaurants/,0,231,0%,7.88
https://tabiji.ai/popular-picks/tbilisi-rooftop-bars/,0,230,0%,10.2
https://tabiji.ai/popular-picks/auckland-art-galleries/,0,230,0%,56.63
https://tabiji.ai/popular-picks/cartagena-working-cafes/,0,226,0%,7.79
https://tabiji.ai/popular-picks/shanghai-xiaolongbao/,0,225,0%,6.96
https://tabiji.ai/popular-picks/lisbon-natural-wine-bars/,0,221,0%,30.67
https://tabiji.ai/popular-picks/beijing-markets/,0,218,0%,14.45
https://tabiji.ai/popular-picks/chicago-jazz-bars/,0,218,0%,35.83
https://tabiji.ai/popular-picks/baku-night-markets/,0,217,0%,6.47
https://tabiji.ai/popular-picks/kagurazaka-french-bistros/,0,217,0%,7.93
https://tabiji.ai/popular-picks/antwerp-bookshops/,0,216,0%,11.47
https://tabiji.ai/popular-picks/athens-rooftop-bars/,0,213,0%,46.84
https://tabiji.ai/popular-picks/tbilisi-khinkali/,0,211,0%,9.94
https://tabiji.ai/popular-picks/zurich-craft-beer/,0,202,0%,12.69
https://tabiji.ai/popular-picks/prague-restaurants/,0,201,0%,28.51
https://tabiji.ai/popular-picks/wuhan-hot-dry-noodles/,0,197,0%,10.07
https://tabiji.ai/popular-picks/shilin-night-markets/,0,195,0%,6.8
https://tabiji.ai/popular-picks/belgrade-street-food/,0,193,0%,6.58
https://tabiji.ai/popular-picks/baku-cocktail-bars/,0,191,0%,10.21
https://tabiji.ai/popular-picks/porto-francesinha/,0,190,0%,18.53
https://tabiji.ai/popular-picks/osaka-ramen/,0,189,0%,6.53
https://tabiji.ai/popular-picks/essaouira-seafood/,0,188,0%,8.56
https://tabiji.ai/popular-picks/accra-bakeries/,0,188,0%,9.09
https://tabiji.ai/popular-picks/lyon-bouchons/,0,184,0%,33.76
https://tabiji.ai/popular-picks/jordaan-brown-cafes/,0,182,0%,10.79
https://tabiji.ai/popular-picks/ljubljana-open-kitchen-market/,0,182,0%,13.09
https://tabiji.ai/popular-picks/nanjing-restaurants/,0,181,0%,6.95
https://tabiji.ai/popular-picks/poznan-craft-beer/,0,178,0%,8.56
https://tabiji.ai/popular-picks/tokyo-steak/,0,178,0%,11.1
https://tabiji.ai/popular-picks/adelaide-bookshops/,0,178,0%,44.37
https://tabiji.ai/popular-picks/taipei-beef-noodle-soup/,0,176,0%,6.87
https://tabiji.ai/popular-picks/kobe-sushi/,0,175,0%,18.37
https://tabiji.ai/popular-picks/brussels-beer-bars/,0,175,0%,34.03
https://tabiji.ai/popular-picks/cali-salsa-clubs/,0,173,0%,13.89
https://tabiji.ai/popular-picks/kyoto-matcha-desserts/,0,172,0%,8.22
https://tabiji.ai/popular-picks/bali-night-markets/,0,171,0%,28.84
https://tabiji.ai/popular-picks/basel-art-museums/,0,170,0%,43.76
https://tabiji.ai/popular-picks/best-coffee-houses-in-vienna/,0,168,0%,9.19
https://tabiji.ai/popular-picks/montreal-steak/,0,165,0%,14.53
https://tabiji.ai/popular-picks/hua-hin-seafood-restaurants/,0,165,0%,15.45
https://tabiji.ai/popular-picks/istanbul-hammams/,0,164,0%,7.87
https://tabiji.ai/popular-picks/bucharest-rooftop-bars/,0,164,0%,17.91
https://tabiji.ai/popular-picks/buenos-aires-pizza/,0,163,0%,7.4
https://tabiji.ai/popular-picks/seattle-cooking-classes/,0,162,0%,18.82
https://tabiji.ai/popular-picks/chicago-rooftop-bars/,0,161,0%,8.8
https://tabiji.ai/popular-picks/phnom-penh-rooftop-bars/,0,161,0%,33.31
https://tabiji.ai/popular-picks/amman-bakeries/,0,159,0%,9.35
https://tabiji.ai/popular-picks/chiang-mai-thai-massage/,0,159,0%,9.5
https://tabiji.ai/popular-picks/las-vegas-speakeasy/,0,159,0%,27.1
https://tabiji.ai/popular-picks/bruges-beer-bars/,0,159,0%,56.89
https://tabiji.ai/popular-picks/nairobi-craft-beer/,0,154,0%,9.96
https://tabiji.ai/popular-picks/dubrovnik-cheap-restaurants/,0,154,0%,12.87
https://tabiji.ai/popular-picks/tokyo-tsukemen/,0,153,0%,10.92
https://tabiji.ai/popular-picks/montreal-bagels/,0,153,0%,35.24
https://tabiji.ai/popular-picks/seville-tapas/,0,152,0%,28.48
https://tabiji.ai/popular-picks/barcelona-photography-spots/,0,150,0%,8.47
https://tabiji.ai/popular-picks/santa-fe-art-galleries/,0,150,0%,63.19
https://tabiji.ai/popular-picks/venice-cicchetti/,0,149,0%,7.55
https://tabiji.ai/popular-picks/copenhagen-fine-dining/,0,149,0%,32.46
https://tabiji.ai/popular-picks/bandung-mie-ayam/,0,148,0%,9.59
https://tabiji.ai/popular-picks/accra-vegan-restaurants/,0,147,0%,15.49
https://tabiji.ai/popular-picks/bratislava-craft-beer/,0,146,0%,18.13
https://tabiji.ai/popular-picks/montreal-smoked-meat/,0,145,0%,11.35
https://tabiji.ai/popular-picks/chicago-night-markets/,0,143,0%,11.87
https://tabiji.ai/popular-picks/amman-food-halls/,0,142,0%,8.88
https://tabiji.ai/popular-picks/morioka-wanko-soba-challenge/,0,141,0%,9.65
https://tabiji.ai/popular-picks/liege-waffles/,0,139,0%,8.25
https://tabiji.ai/popular-picks/tokyo-food-markets/,0,139,0%,17.58
https://tabiji.ai/popular-picks/tokyo-craft-beer/,0,138,0%,7.26
https://tabiji.ai/popular-picks/bangkok-mango-sticky-rice/,0,138,0%,13.68
https://tabiji.ai/popular-picks/baltimore-blue-crab/,0,137,0%,28.21
https://tabiji.ai/popular-picks/almaty-food-markets/,0,135,0%,7.33
https://tabiji.ai/popular-picks/baku-art-galleries/,0,134,0%,14.25
https://tabiji.ai/popular-picks/reykjavik-geothermal-pools/,0,134,0%,75.56
https://tabiji.ai/popular-picks/shanghai-jazz-bars/,0,133,0%,10.39
https://tabiji.ai/popular-picks/athens-fine-dining/,0,133,0%,27.49
https://tabiji.ai/popular-picks/baku-wine-bars/,0,131,0%,7
https://tabiji.ai/popular-picks/lima-craft-beer/,0,131,0%,13.96
https://tabiji.ai/popular-picks/colombo-rooftop-bars/,0,131,0%,27.29
https://tabiji.ai/popular-picks/adelaide-rooftop-bars/,0,131,0%,34.79
https://tabiji.ai/popular-picks/tegallalang-rice-terrace-cafes/,0,130,0%,9.01
https://tabiji.ai/popular-picks/new-york-chopped-cheese/,0,130,0%,15.8
https://tabiji.ai/popular-picks/chiang-mai-art-galleries/,0,129,0%,11.03
https://tabiji.ai/popular-picks/oslo-craft-beer/,0,128,0%,18.77
https://tabiji.ai/popular-picks/milwaukee-brewery/,0,128,0%,47.9
https://tabiji.ai/popular-picks/guangzhou-dim-sum/,0,126,0%,8.18
https://tabiji.ai/popular-picks/tbilisi-natural-wine-bars/,0,126,0%,8.36
https://tabiji.ai/popular-picks/istanbul-baklava-shops/,0,125,0%,9.27
https://tabiji.ai/popular-picks/rome-artichokes/,0,124,0%,14.07
https://tabiji.ai/popular-picks/auckland-fine-dining/,0,124,0%,38.19
https://tabiji.ai/popular-picks/nara-udon/,0,123,0%,10.99
https://tabiji.ai/popular-picks/copenhagen-cheap-eats/,0,123,0%,51.91
https://tabiji.ai/popular-picks/tbilisi-wine-bars/,0,122,0%,8.67
https://tabiji.ai/popular-picks/adelaide-viewpoints/,0,122,0%,15.59
https://tabiji.ai/popular-picks/melbourne-laneway-bars/,0,121,0%,10.88
https://tabiji.ai/popular-picks/portland-restaurants/,0,120,0%,5.83
https://tabiji.ai/popular-picks/beijing-viewpoints/,0,120,0%,7.91
https://tabiji.ai/popular-picks/lisbon-rooftop-bars/,0,120,0%,8.18
https://tabiji.ai/popular-picks/antwerp-jazz-bars/,0,120,0%,14.03
https://tabiji.ai/popular-picks/negril-beach-bars/,0,120,0%,14.4
https://tabiji.ai/popular-picks/guadalajara-tacos/,0,119,0%,9.1
https://tabiji.ai/popular-picks/nice-burger/,0,119,0%,11.34
https://tabiji.ai/popular-picks/reykjavik-hot-dogs/,0,119,0%,29.21
https://tabiji.ai/popular-picks/takayama-hida-beef/,0,119,0%,29.55
https://tabiji.ai/popular-picks/baltimore-jazz-bars/,0,119,0%,33.31
https://tabiji.ai/popular-picks/denver-restaurants/,0,118,0%,7.65
https://tabiji.ai/popular-picks/new-york-ramen/,0,118,0%,8.5
https://tabiji.ai/popular-picks/nashville-hot-chicken/,0,118,0%,8.56
https://tabiji.ai/popular-picks/sofia-pizza/,0,118,0%,8.7
https://tabiji.ai/popular-picks/malmo-restaurants/,0,117,0%,24.03
https://tabiji.ai/popular-picks/austin-viewpoints/,0,117,0%,29.15
https://tabiji.ai/popular-picks/istanbul-rooftop-restaurants/,0,116,0%,48.09
https://tabiji.ai/popular-picks/le-marais-falafel/,0,115,0%,23.5
https://tabiji.ai/popular-picks/beijing-street-food/,0,114,0%,14.91
https://tabiji.ai/popular-picks/barcelona-burger/,0,114,0%,17.65
https://tabiji.ai/popular-picks/auckland-brunch/,0,114,0%,43.44
https://tabiji.ai/popular-picks/kansas-city-thrift-stores/,0,114,0%,55.49
https://tabiji.ai/popular-picks/koenji-vintage-fashion/,0,113,0%,7.12
https://tabiji.ai/popular-picks/angkor-night-market-street-food/,0,113,0%,7.45
https://tabiji.ai/popular-picks/barbados-fish-cakes/,0,112,0%,12.26
https://tabiji.ai/popular-picks/bern-fondue-bars/,0,112,0%,18.95
https://tabiji.ai/popular-picks/mexico-city-vegan-restaurants/,0,112,0%,24.69
https://tabiji.ai/popular-picks/istanbul-late-night-food/,0,111,0%,7.99
https://tabiji.ai/popular-picks/amsterdam-craft-beer/,0,111,0%,23.92
https://tabiji.ai/popular-picks/hong-kong-claypot-rice/,0,110,0%,18.42
https://tabiji.ai/popular-picks/new-york-crepes/,0,110,0%,27.75
https://tabiji.ai/popular-picks/marseille-bouillabaisse/,0,109,0%,15.19
https://tabiji.ai/popular-picks/bangkok-art-galleries/,0,109,0%,21.21
https://tabiji.ai/popular-picks/austin-tacos/,0,108,0%,6.63
https://tabiji.ai/popular-picks/okavango-luxury-lodges/,0,108,0%,16.27
https://tabiji.ai/popular-picks/bali-fine-dining/,0,108,0%,56.71
https://tabiji.ai/popular-picks/shanghai-street-food/,0,107,0%,6.92
https://tabiji.ai/popular-picks/sofia-street-food/,0,107,0%,8.45
https://tabiji.ai/popular-picks/baltimore-coffee-shops/,0,107,0%,15.09
https://tabiji.ai/popular-picks/best-cheap-eats-bangkok/,0,106,0%,9.75
https://tabiji.ai/popular-picks/nagasaki-castella-cake/,0,106,0%,11.73
https://tabiji.ai/popular-picks/nashville-craft-breweries/,0,106,0%,25.56
https://tabiji.ai/popular-picks/melbourne-brunch-spots/,0,106,0%,26.25
https://tabiji.ai/popular-picks/winnipeg-craft-beer/,0,106,0%,53.12
https://tabiji.ai/popular-picks/portland-donuts/,0,106,0%,60.05
https://tabiji.ai/popular-picks/new-york-burger/,0,105,0%,6.49
https://tabiji.ai/popular-picks/sendai-gyutan/,0,105,0%,36.55
https://tabiji.ai/popular-picks/zurich-coffee-shops/,0,104,0%,12.51
https://tabiji.ai/popular-picks/woodstock-cape-town-craft-beer/,0,103,0%,10.35
https://tabiji.ai/popular-picks/tiong-bahru-kaya-toast/,0,103,0%,10.67
https://tabiji.ai/popular-picks/baltimore-food-halls/,0,103,0%,13.11
